Unnamed: 0,1-ZCRm,2-Energym,3-EnergyEntropym,4-SpectralCentroidm,5-SpectralSpreadm,6-SpectralEntropym,7-SpectralFluxm,8-SpectralRolloffm,9-MFCCs1m,10-MFCCs2m,11-MFCCs3m,12-MFCCs4m,13-MFCCs5m,14-MFCCs6m,15-MFCCs7m,16-MFCCs8m,17-MFCCs9m,18-MFCCs10m,19-MFCCs11m,20-MFCCs12m,21-MFCCs13m,22-ChromaVector1m,23-ChromaVector2m,24-ChromaVector3m,25-ChromaVector4m,26-ChromaVector5m,27-ChromaVector6m,28-ChromaVector7m,29-ChromaVector8m,30-ChromaVector9m,31-ChromaVector10m,32-ChromaVector11m,33-ChromaVector12m,34-ChromaDeviationm,35-ZCRstd,36-Energystd,37-EnergyEntropystd,38-SpectralCentroidstd,39-SpectralSpreadstd,40-SpectralEntropystd,41-SpectralFluxstd,42-SpectralRolloffstd,43-MFCCs1std,44-MFCCs2std,45-MFCCs3std,46-MFCCs4std,47-MFCCs5std,48-MFCCs6std,49-MFCCs7std,50-MFCCs8std,51-MFCCs9std,52-MFCCs10std,53-MFCCs11std,54-MFCCs12std,55-MFCCs13std,56-ChromaVector1std,57-ChromaVector2std,58-ChromaVector3std,59-ChromaVector4std,60-ChromaVector5std,61-ChromaVector6std,62-ChromaVector7std,63-ChromaVector8std,64-ChromaVector9std,65-ChromaVector10std,66-ChromaVector11std,67-ChromaVector12std,68-ChromaDeviationstd,69-BPM,70-BPMconf,71-BPMessentia,72-bpm_histogram_first_peak_bpm,73-bpm_histogram_first_peak_weight,74-bpm_histogram_second_peak_bpm,75-bpm_histogram_second_peak_spread,76-bpm_histogram_second_peak_weight,77-danceability,78-beats_loudness.mean,79-beats_loudness.stdev,80-onset_rate,81-beats_loudness_band_ratio.mean1,82-beats_loudness_band_ratio.mean2,83-beats_loudness_band_ratio.mean3,84-beats_loudness_band_ratio.mean4,85-beats_loudness_band_ratio.mean5,86-beats_loudness_band_ratio.mean6,87-beats_loudness_band_ratio.stdev1,88-beats_loudness_band_ratio.stdev2,89-beats_loudness_band_ratio.stdev3,90-beats_loudness_band_ratio.stdev4,91-beats_loudness_band_ratio.stdev5,92-beats_loudness_band_ratio.stdev6,class,id
0,0.1364023744706594,0.0888911042155166,3.2012382404654622,0.2628133287735389,0.2492135291929814,1.114199871631783,0.0070042379410012,0.2566201183034213,-22.72339683255113,1.5941956125397847,0.0113573590267532,0.2045552887688301,0.0420990308603708,0.0486060176859287,0.1584431308000684,0.1189130241878513,-0.1476703131023452,-0.1859543455113791,-0.0264104193549124,-0.0073288719159263,-0.017859088935821,0.0115823290720468,0.0087448492260642,0.0411015844775299,0.0144898288879907,0.0257124447218059,0.0125869939257542,0.0601730157856185,0.0028636305199303,0.0046300284135746,0.0095799447186238,0.0260838642512054,0.0041611991706369,0.0321890068739476,0.0501450562483116,0.0473237942222689,0.1029745273816929,0.0412939004889204,0.0177281628745583,0.4148881010055193,0.0058680954603547,0.1338200192237073,0.8384317537787389,0.5059049852721411,0.3562186973348281,0.3361198554835331,0.2889391731027801,0.2786784946299361,0.2834673456879004,0.3003341650361198,0.2874701078686091,0.2966128478340309,0.2585636036819372,0.2383785284264662,0.1947361893686528,0.0131376479979695,0.0116633356399555,0.0320536416945767,0.0154529528573587,0.0204543457058214,0.0129441439606317,0.0464204699988409,0.0034311524802442,0.0049807516667008,0.0108204670456675,0.0240067048560204,0.0052012858426535,0.0150613959201781,133.33333333333334,0.132826827351323,127.0188446044922,126.0,0.3238866925239563,120.0,0.0,0.0198412705212831,1.1296210289001465,0.0656899809837341,0.0582851991057395,3.782944440841675,0.4291172921657562,0.1851441711187362,0.2163821160793304,0.1029172241687774,0.0536180511116981,0.0607001036405563,0.3610063791275024,0.2295522689819336,0.2609849274158478,0.1455220729112625,0.0782914236187934,0.0827243030071258,BigRoom,BigRoom001.wav
1,0.1170525811655575,0.1083967607132367,3.194090782632259,0.2476793066912082,0.2502973466018806,1.0658399023665397,0.0053883485870783,0.1998486758082946,-21.775518537543697,1.2611605410012023,-0.1132519258143854,0.0016538184522044,-0.0527025568939383,0.204267708690536,0.1530887974137508,0.0672619640566369,-0.01324046770607,-0.0594274629078641,-0.0086894392839667,0.1142851505869004,0.1710607336815393,0.0065357023564846,0.0026457238212709,0.0864972384360557,0.0083921201522279,0.0164447228146735,0.0090048166734077,0.08789904180896,0.0024721115440793,0.0065495274117848,0.0074114206818565,0.0153844573993893,0.0059786789477191,0.0411116860794572,0.0437143281023322,0.0437322795609779,0.0993300359497634,0.0393790784421621,0.0189427305328149,0.4071417256272943,0.0036138526558784,0.1103288361201255,0.6240658144936574,0.4770202651755834,0.3530941629952354,0.3356085416413467,0.2838951451063912,0.2695949893662297,0.2441694728997187,0.2467024750258285,0.2572625500876004,0.2720758652101602,0.269508227085759,0.2224405177309478,0.1874831363764529,0.006761188151686,0.0031523198303259,0.0589438148358417,0.0090125340680945,0.0161089152970468,0.0093866700610171,0.071710090225137,0.004460804418863,0.0064419093720114,0.0074692969731632,0.015501267748262,0.0055891731851359,0.0193433286479121,120.0,0.112853470437018,125.01690673828124,126.0,0.3684210777282715,120.0,0.0,0.0040322579443454,1.147273302078247,0.0457494221627712,0.0284213740378618,4.4412102699279785,0.5151616334915161,0.075366236269474,0.1956337839365005,0.0838728174567222,0.0772547796368599,0.070786640048027,0.3455599248409271,0.106580838561058,0.1989521235227584,0.0956437736749649,0.1007405966520309,0.0726540982723236,BigRoom,BigRoom002.wav
2,0.0853140754184311,0.1285370633238657,3.123834735384289,0.2172201674510624,0.2286554356719038,0.7898205920734611,0.0082510794183289,0.1568625226860254,-22.472499486803464,1.4248893491709718,0.1867182532375821,0.4170815362222323,0.0763176377968337,0.1908346840508718,-0.0162723881439331,0.0750765044798405,0.1079043583761959,0.2169164874748287,0.0956426159878636,0.0210471986921097,-0.0369380246815178,0.0071441121569312,0.0029597736886753,0.2204881316249989,0.0056389015053634,0.0101501867130229,0.0074522755218934,0.0439181799505375,0.0012402477469204,0.0043489198558795,0.0079899731580141,0.0176241613259725,0.0026357801620562,0.0660399231372257,0.0329232658171254,0.0376224648640064,0.1177225549907611,0.0415115768040548,0.0226503804766183,0.3400847003057535,0.0076972790342276,0.0857763486792262,1.0288803856394777,0.4487720973248513,0.2979847263098268,0.2667965539611729,0.2583202664343277,0.2750682887212123,0.2184503752392459,0.1984144395094566,0.210191075428294,0.2125701059763941,0.2044708641388088,0.1976484632854146,0.1649261135074869,0.0078359948317892,0.0030794865652698,0.0938781387066836,0.0056923926802343,0.008213301815364,0.0054510417022864,0.0429099756468977,0.0015292536402912,0.0045567304371304,0.0077243698831628,0.0174834211211786,0.0029016221590943,0.0222030676680175,133.33333333333334,0.1234053631866701,128.11387634277344,129.0,0.3917050361633301,123.0,0.0999999642372131,0.0357142873108387,1.0828036069869995,0.0591168031096458,0.0387611985206604,3.941261529922485,0.653815507888794,0.0986546799540519,0.0675347447395324,0.0853516533970832,0.0529888831079006,0.0643811747431755,0.2509849369525909,0.1483191102743148,0.0945464223623275,0.0854399725794792,0.0392890274524688,0.062705285847187,BigRoom,BigRoom003.wav
3,0.1030458929891779,0.1670055500308405,3.1510497656383705,0.2336376534899835,0.2450444378455253,0.967371985813674,0.0065685386735947,0.1681705821066075,-21.471471585285084,1.4632493162482598,0.2265214348344153,0.4042639671615206,0.1174228795720232,0.0817749607575722,0.0541240996540886,0.1649113336720818,0.014908713422632,0.11715249397399,0.0277918737597451,-0.0630175434511126,-0.0524317351565016,0.0107107262853325,0.0033403011636726,0.1255102890404535,0.0057277983145221,0.0146892677156838,0.0063211780551488,0.0721655653458175,0.0016273759987432,0.0034938631665641,0.0114405191166406,0.0321986033235676,0.0047383112490416,0.0461734728099221,0.0363693171101908,0.0619781512090169,0.1346543431010446,0.0325523862207519,0.0200366645255034,0.3651259441924313,0.0052154600546176,0.0863729715684291,0.7698383500474821,0.425372550013854,0.2453992022157608,0.2600618452554801,0.2240515376021136,0.2076171412936135,0.1994965056589039,0.2078844801748182,0.1899732084766016,0.1855489486654686,0.1873292160329677,0.1775926772207412,0.1646422073863294,0.0083066645865459,0.0035286092205282,0.061433934998619,0.0054465929790757,0.0123875148077258,0.0049874273805702,0.0580121724788318,0.0015895253897252,0.0035151421691224,0.0094555742654705,0.0231661321684166,0.00416537808022,0.0153793750181615,133.33333333333334,0.1588761810044754,128.25746154785156,129.0,0.3259912133216858,123.0,0.0,0.063241109251976,1.0830607414245603,0.1018048599362373,0.0775438994169235,4.049583911895752,0.6911233067512512,0.0921588242053985,0.066240094602108,0.081179104745388,0.0599949769675731,0.046833336353302,0.316349446773529,0.1197835803031921,0.0927617251873016,0.1107079982757568,0.0790891051292419,0.0618708282709121,BigRoom,BigRoom004.wav
4,0.151701956039524,0.1484119479308386,3.19436134750335,0.2937108468440035,0.2672255158461223,1.3526880860700503,0.0038735265115787,0.2919219264636687,-21.371297696330164,1.1880242730420518,0.184244465881246,0.3634239004741899,0.2321912577842361,0.1122732498375802,0.1073868696512041,0.1595047290475902,0.0673688561598933,-0.0188518014718304,0.091433759614788,0.1172466100322682,0.0916055969767955,0.0096273138446119,0.0040321193406758,0.0761334766923631,0.008176461239466,0.0162708614755766,0.0099269214754235,0.088350007530763,0.0026453110567738,0.0040519980658816,0.0110844220230684,0.0239294109957677,0.002248185336852,0.0367611836482577,0.0552193710625484,0.0411491062603717,0.1223207411542528,0.0366377658547052,0.0177339116535543,0.4586417057303172,0.0029002370005377,0.1484087375337668,1.0235236827729148,0.4312013689454402,0.3520912253225299,0.3274998891789208,0.2372206219848998,0.2307278916867182,0.2365589442808566,0.2571842433470407,0.2703826643779393,0.2420568077530119,0.2296776690769424,0.2114032246453183,0.1796397942891525,0.0108612762969027,0.0053901016702061,0.0470072704717863,0.0085984873407586,0.0155872960690452,0.0091808664996721,0.0695021029677655,0.0039448464992959,0.0041290082861242,0.0113299105366507,0.0281948256902505,0.0026388587361976,0.0190835167458699,133.33333333333334,0.1907078569691073,128.08627319335938,129.0,0.3614457845687866,123.0,0.0,0.0117647061124444,1.0538960695266724,0.0526043623685836,0.0223708935081958,2.858039617538452,0.6514947414398193,0.0535134300589561,0.0801687464118003,0.0772683247923851,0.0621244311332702,0.0937160924077034,0.3169234693050384,0.0870545580983161,0.1390828937292099,0.0952186807990074,0.0712447091937065,0.0950664952397346,BigRoom,BigRoom005.wav
5,0.1270207787188277,0.1535079703395856,3.2220084592036957,0.2616873713893934,0.2573592846895344,1.089841973070521,0.0049449298997004,0.2300399106002554,-21.23529317879933,1.5417899433120918,0.0489525802031197,0.1944074281809281,0.06373791572246,0.0584109283471538,0.0510666996600693,0.0717794376819688,0.0066954202857024,0.0117244824446669,0.068287786126449,0.1303012003848572,0.1041102000499834,0.0094647800264009,0.005907570556029,0.0797857496826075,0.0115736758825136,0.0147710559006036,0.0123269075407509,0.0789974162682369,0.0021043209194116,0.0052540548501457,0.0120199748491632,0.0318269502097193,0.0024467349805967,0.0419313672146679,0.0502275037833957,0.0481276196038604,0.0731368469975141,0.0439363306753204,0.0193245625500067,0.4619989505864796,0.0037076744621981,0.1382821654949255,0.8725437119394955,0.4181612310212903,0.3238194338595386,0.3320780103542809,0.2409064731147955,0.2129054619423805,0.2244654921046763,0.2256301992900581,0.2363756851045617,0.2275291657830186,0.2327331387624824,0.2162337350753018,0.193778096450662,0.0095998561313152,0.0080345518006894,0.0584713980285703,0.0110295889461402,0.0118550433468608,0.0114221732294622,0.0599643861337779,0.0029852395916157,0.0065316054993145,0.0103423444084436,0.0250123149145212,0.0030350466874617,0.0194819644969162,133.33333333333334,0.1690176322418135,127.92481231689452,129.0,0.4044443964958191,123.0,0.3684210777282715,0.0474308282136917,0.9829378724098206,0.0363815613090992,0.0137888509780168,3.382985591888428,0.3805626332759857,0.1447660028934478,0.1673273146152496,0.1300816088914871,0.083419531583786,0.1154366508126258,0.220284417271614,0.1290795058012008,0.1271313726902008,0.0964575260877609,0.058373212814331,0.0881702974438667,BigRoom,BigRoom006.wav
6,0.1233679505276601,0.1062229994500583,3.167856518681118,0.2454508838063005,0.2453439289578747,1.1070486126554768,0.0084200635404579,0.2171629024668952,-22.68385892606052,1.405245048708848,0.118804481856241,0.6465966043896229,0.0907593376088922,0.1746078809446369,0.0530518662238268,0.0241898981650712,-0.045511274925624,0.1536924991381457,0.1267085924916075,0.0277056801751368,-0.1522221774998514,0.0144872747447346,0.0024215896055185,0.0926105483190211,0.0100170703395413,0.0217762634365526,0.006401807375461,0.04404670528606,0.0033993173061393,0.0079015710434805,0.013060751348192,0.0227549668641475,0.0029665189281329,0.0345033500223308,0.0384825175632773,0.0563543328168455,0.121441275223242,0.0369025133472751,0.0193349905172394,0.368031996772001,0.007097754671631,0.100025809315901,0.8613376513853238,0.5533280531387267,0.2858813399299304,0.2659930897280379,0.2534621257330867,0.2142262307993228,0.2148649567893232,0.208280152295798,0.205668259721345,0.2207109039323903,0.2344481350521245,0.1947866119291072,0.1760588803810741,0.0162594974912175,0.0023494409885382,0.0511996536145932,0.0128009197966072,0.0199613709992808,0.0051707012828139,0.0407149441751211,0.0033974390253516,0.0069662955336709,0.0114683623188828,0.0190070515586611,0.0027899865273288,0.0133309320189932,133.33333333333334,0.2599153886832364,131.75843811035156,133.0,0.3112245202064514,126.0,0.1666666269302368,0.0992063507437706,1.0398144721984863,0.0718150362372398,0.0625610500574112,3.016356468200684,0.7016603946685791,0.1342363059520721,0.0645789951086044,0.0644371286034584,0.038325622677803,0.0340271145105361,0.3049222826957702,0.1650987565517425,0.0916374698281288,0.0959416925907135,0.0574107281863689,0.0536236241459846,BigRoom,BigRoom007.wav
7,0.1399914297237346,0.0847145333893424,3.148200546846243,0.2671086040705411,0.2591428028079789,1.1886315905234546,0.0079395957503461,0.2594506620958526,-22.707112662383015,1.468021619606561,-0.1554744587421923,0.3979365507674003,0.2318684983039336,0.1643241093501093,0.0483417466068726,0.0414513921066908,-0.1076013501894628,-0.0667435242835406,0.0326884059188213,0.0708587389315098,0.0827993826250372,0.0078469430914935,0.0028547570712799,0.0771250192202327,0.0069707321091525,0.0165859048655233,0.0121317891324469,0.1018560038711968,0.0024671866469701,0.0041435133928461,0.0075634375399421,0.0255007211952958,0.0030441574655928,0.0395463535053591,0.0460467458836527,0.0423775562051266,0.112597255299884,0.0426176423782217,0.0182703562773557,0.3762281048721674,0.0062545146577396,0.1485351636414546,0.8989027194040747,0.3733888251983091,0.3299949766384438,0.2668630569812847,0.2805719476549457,0.2175267952830427,0.1848130553163824,0.1944070386461514,0.1892615328557737,0.1906100086614432,0.1874641697624636,0.173190849970602,0.1646305877134288,0.0077159083899434,0.0029545441841513,0.0565344222310033,0.0064544859094872,0.0127293899464637,0.0101771113199492,0.0595570561985068,0.0025419147105117,0.0038190395432443,0.006957897436629,0.0245619148733479,0.0026501942559563,0.0148607540509193,133.33333333333334,0.1986684420772303,127.95193481445312,129.0,0.3958333134651184,123.0,0.3000000119209289,0.0276679843664169,1.105690836906433,0.0471840016543865,0.0328852906823158,4.632856845855713,0.505804717540741,0.0629141181707382,0.0973898619413375,0.1660121977329254,0.0676390975713729,0.1236617714166641,0.278275728225708,0.0455064252018928,0.107280284166336,0.17177115380764,0.0708755031228065,0.1017528027296066,BigRoom,BigRoom008.wav
8,0.1176228406264704,0.1469639207279512,3.182972755764889,0.243684160754408,0.2449671817956602,1.098950639223247,0.0054458830660906,0.1957982960274248,-20.83837097555069,1.4563750409663103,0.0167526502922596,0.2666877447652952,0.1026116629629427,0.0839451331047106,-0.0042151437798049,-0.0091512683572994,-0.0772749916921586,0.0906434291455834,0.0394262909498848,0.0819621252174991,0.0206185003633532,0.0097178472508708,0.0035085984092384,0.0883317966414174,0.0086588705910404,0.012224788031115,0.0089276595320169,0.0587707863227592,0.0027401588914646,0.0082983264683101,0.0191926637032267,0.0270363496989984,0.0031495958934805,0.0361838451389682,0.0328785796252812,0.0485178601162999,0.0929202294331459,0.029538631276753,0.0164516573618462,0.3317272142082396,0.0032416342551364,0.0830919211245028,0.6374690476204997,0.3404803065235331,0.2845759667205058,0.2685260725074935,0.2959053451415412,0.2461358677427118,0.231336249568423,0.2123818489638326,0.2052457850913268,0.1946404233597568,0.2055166437453497,0.2141945863807694,0.1912292720763154,0.0094436925631972,0.0032927958815491,0.0488458630825213,0.0080026885216133,0.0094087949074137,0.008502106113357,0.0532558669910484,0.0028123245492526,0.0076462878552315,0.0132015753685154,0.0245755678455476,0.0030158343874517,0.0138507364713985,133.33333333333334,0.1489694756065744,131.7198944091797,133.0,0.3587443828582763,126.0,0.2258064150810241,0.0926640927791595,1.040360689163208,0.0484295189380645,0.0232841316610574,3.5662999153137207,0.4143883287906647,0.1650571525096893,0.1535530090332031,0.1446700543165207,0.0804411098361015,0.0754992961883544,0.2389339953660965,0.1074819564819336,0.1480203121900558,0.1256663352251052,0.0661789625883102,0.0549042783677578,BigRoom,BigRoom009.wav
9,0.1374354708610607,0.127165033487574,3.118039379222217,0.2980791346484597,0.2793953991575134,1.0768879886616916,0.0067378356661416,0.2719570477918935,-22.961678318830515,1.705572985584444,0.1358224287929489,0.1231502155656637,-0.0053451636838705,-0.0250775326536573,-0.0524842500692639,0.0301487981035389,0.0907596456215103,0.1383818612808019,0.1103225033133059,0.0416540762794998,0.0422234876143457,0.0079378138642991,0.0031068319190581,0.1179652429858946,0.0049945726430772,0.012573582106273,0.006256694790089,0.0733061680174741,0.0016274276854468,0.0053007096648204,0.0134032969365307,0.02495387151832,0.0036642121390478,0.0430262090633375,0.0643395741544928,0.0676626444957876,0.1800932190603421,0.0573880225057447,0.0206184379377617,0.5307889571926677,0.0054894980218954,0.1976814205470403,1.3118669500297946,0.4664320963703265,0.3589606908938128,0.3376395130351197,0.3106285894181614,0.2606977345618054,0.2426208015525167,0.232085279731462,0.2188141207016049,0.2690373585280974,0.2081999944337707,0.2047037404411363,0.193429652476297,0.008389755819539,0.0039427649459085,0.0710107782549119,0.0052659869550274,0.0133349078345197,0.0055755456181545,0.0612393815843694,0.0024071899929015,0.0062680293470895,0.0126502878601811,0.0245560491436129,0.0048076214531396,0.019151841331229,133.33333333333334,0.1720050441361916,131.78749084472656,133.0,0.3389121294021606,120.0,0.5,0.0269230771809816,1.2073760032653809,0.0554393380880355,0.0290909837931394,4.45787525177002,0.6342179775238037,0.1063370108604431,0.0912448689341545,0.0547803491353988,0.0396704040467739,0.0997492298483848,0.3403297364711761,0.1112323105335235,0.1505165696144104,0.103850319981575,0.0779017731547355,0.1226925924420356,BigRoom,BigRoom010.wav
